Symbol,Date,Close
NIFTYBEES,2018-11-15,1107.94
NIFTYBEES,2018-11-16,1114.96
NIFTYBEES,2018-11-19,1122.4
NIFTYBEES,2018-11-20,1115.28
NIFTYBEES,2018-11-21,1107.02
NIFTYBEES,2018-11-22,1103.38
NIFTYBEES,2018-11-26,1113.24
NIFTYBEES,2018-11-27,1116.02
NIFTYBEES,2018-11-28,1119.59
NIFTYBEES,2018-11-29,1135.52
NIFTYBEES,2018-11-30,1135.08
NIFTYBEES,2018-12-03,1137.99
NIFTYBEES,2018-12-04,1136.17
NIFTYBEES,2018-12-05,1126.44
NIFTYBEES,2018-12-06,1110.17
NIFTYBEES,2018-12-07,1119.18
NIFTYBEES,2018-12-10,1098.83
NIFTYBEES,2018-12-11,1105.85
NIFTYBEES,2018-12-12,1121.69
NIFTYBEES,2018-12-13,1125.49
NIFTYBEES,2018-12-14,1126.52
