Date,Close
2007-01-02,73.5
2007-01-03,73.4
2007-01-04,73.6
2007-01-05,73.2
2007-01-08,72.2
2007-01-09,72.1
2007-01-10,70.9
2007-01-11,71.6
2007-01-12,73.85
2007-01-15,74.0
2007-01-16,74.2
2007-01-17,74.95
2007-01-18,75.5
2007-01-19,75.2
2007-01-22,74.4
2007-01-23,74.8
2007-01-24,74.3
2007-01-25,75.3
2007-01-29,74.9
2007-01-31,74.2
2007-02-01,74.5
2007-02-02,75.3
2007-02-05,75.8
2007-02-06,76.5
2007-02-07,77.0
2007-02-08,76.5
2007-02-09,75.2
2007-02-12,72.6
2007-02-13,71.2
2007-02-14,70.8
2007-02-15,74.1
2007-02-19,74.5
2007-02-20,72.8
2007-02-22,72.21
2007-02-23,70.2
2007-02-26,70.9
2007-02-27,71.1
2007-02-28,69.18
2007-03-01,68.8
2007-03-02,68.4
2007-03-05,64.95
2007-03-06,65.2
2007-03-07,64.5
2007-03-08,66.2
2007-03-09,66.9
2007-03-12,67.3
2007-03-13,67.4
2007-03-14,66.3
2007-03-15,66.3
2007-03-16,65.2
2007-03-19,65.2
2007-03-20,67.9
2007-03-21,68.1
2007-03-22,69.5
2007-03-23,70.5
2007-03-26,70.5
2007-03-28,69.8
2007-03-29,69.6
2007-03-30,70.15
2007-04-02,67.8
2007-04-03,67.38
2007-04-04,68.3
2007-04-05,68.3
2007-04-09,70.1
2007-04-10,71.1
2007-04-11,71.5
2007-04-12,70.2
2007-04-13,72.0
2007-04-16,74.0
2007-04-17,73.7
2007-04-18,74.7
2007-04-19,74.7
2007-04-20,74.5
2007-04-23,74.5
2007-04-24,75.3
2007-04-25,76.3
2007-04-26,76.4
2007-04-27,75.5
2007-04-30,75.7
2007-05-03,78.4
2007-05-04,78.0
2007-05-07,78.0
2007-05-08,77.8
2007-05-09,77.0
2007-05-10,77.4
2007-05-11,76.2
2007-05-14,78.35
2007-05-15,78.5
2007-05-16,79.5
2007-05-17,79.9
2007-05-18,80.2
2007-05-21,81.9
2007-05-22,82.8
2007-05-23,81.9
2007-05-24,80.65
2007-05-25,80.88
2007-05-28,82.5
2007-05-29,82.7
2007-05-30,82.6
2007-05-31,81.8
2007-06-01,82.89
2007-06-04,82.7
2007-06-05,83.4
2007-06-06,82.1
2007-06-07,81.0
2007-06-08,81.9
2007-06-11,81.1
2007-06-12,80.1
2007-06-13,80.6
2007-06-14,81.4
2007-06-15,82.3
2007-06-18,82.4
2007-06-19,82.8
2007-06-20,85.14
2007-06-21,85.1
2007-06-22,86.5
2007-06-25,85.7
2007-06-26,86.8
2007-06-27,86.85
2007-06-28,87.4
2007-06-29,88.7
2007-07-02,89.8
2007-07-03,90.12
2007-07-04,89.2
2007-07-05,88.1
2007-07-06,89.4
2007-07-09,89.7
2007-07-10,90.7
2007-07-11,90.9
2007-07-12,92.89
2007-07-13,93.7
2007-07-16,93.0
2007-07-17,93.0
2007-07-18,92.0
2007-07-19,92.5
2007-07-20,92.81
2007-07-23,92.3
2007-07-24,93.2
2007-07-25,92.0
2007-07-26,92.7
2007-07-27,89.5
2007-07-30,88.57
2007-07-31,89.2
2007-08-01,86.45
2007-08-02,87.01
2007-08-03,88.4
2007-08-06,87.3
2007-08-07,88.9
2007-08-08,90.1
2007-08-09,88.21
2007-08-10,87.2
2007-08-13,87.75
2007-08-14,87.5
2007-08-16,83.96
2007-08-17,82.5
2007-08-20,84.0
2007-08-21,81.23
2007-08-22,81.1
2007-08-23,80.39
2007-08-24,81.4
2007-08-27,83.9
2007-08-28,85.2
2007-08-29,86.8
2007-08-30,86.3
2007-08-31,87.8
2007-09-03,89.46
2007-09-04,90.5
2007-09-05,89.71
2007-09-06,90.73
2007-09-07,90.13
2007-09-10,90.7
2007-09-11,90.7
2007-09-12,91.4
2007-09-13,92.0
2007-09-14,91.06
2007-09-17,92.0
2007-09-18,92.2
2007-09-19,94.8
2007-09-20,94.9
2007-09-21,95.41
2007-09-24,97.67
2007-09-25,97.9
2007-09-26,99.7
2007-09-27,98.07
2007-09-28,99.0
2007-10-01,102.4
2007-10-03,102.75
2007-10-04,102.5
2007-10-05,100.0
2007-10-08,95.99
2007-10-09,99.1
2007-10-10,102.3
2007-10-11,103.6
2007-10-12,102.0
2007-10-15,104.1
2007-10-16,105.0
2007-10-17,101.6
2007-10-18,99.5
2007-10-19,93.01
2007-10-22,93.2
2007-10-23,99.1
2007-10-24,100.25
2007-10-25,101.8
2007-10-26,103.3
2007-10-29,105.6
2007-10-30,109.05
2007-10-31,107.9
2007-11-01,108.8
2007-11-02,107.4
2007-11-05,107.5
2007-11-06,106.7
2007-11-07,106.7
2007-11-08,106.1
2007-11-09,109.28
2007-11-12,104.85
2007-11-13,108.3
2007-11-14,110.4
2007-11-15,111.45
2007-11-16,113.24
2007-11-19,117.4
2007-11-20,116.61
2007-11-21,110.93
2007-11-22,110.13
2007-11-23,111.8
2007-11-26,113.1
2007-11-27,113.8
2007-11-28,114.4
2007-11-29,114.0
2007-11-30,116.26
2007-12-03,119.48
2007-12-04,120.68
2007-12-05,121.59
2007-12-06,121.89
2007-12-07,121.1
2007-12-10,121.6
2007-12-11,123.9
2007-12-12,123.7
2007-12-13,124.0
2007-12-14,124.5
2007-12-17,118.12
2007-12-18,118.8
2007-12-19,118.0
2007-12-20,119.3
2007-12-24,120.6
2007-12-26,124.5
2007-12-27,123.05
2007-12-28,125.0
2007-12-31,127.5
2008-01-01,128.06
2008-01-02,131.14
2008-01-03,132.4
2008-01-04,134.32
