Date,Close
2007-01-02,605.0
2007-01-03,610.0
2007-01-04,620.0
2007-01-05,614.0
2007-01-09,595.0
2007-01-10,578.0
2007-01-11,580.0
2007-01-17,630.0
2007-01-18,624.0
2007-01-19,620.0
2007-01-22,623.0
2007-01-23,607.0
2007-01-25,606.0
2007-01-29,606.25
2007-01-31,599.0
2007-02-01,601.0
2007-02-02,605.12
2007-02-06,615.0
2007-02-09,610.0
2007-02-12,601.0
2007-02-13,600.0
2007-02-14,574.0
2007-02-15,584.0
2007-02-19,598.0
2007-02-20,592.0
2007-02-22,580.0
2007-02-23,550.0
2007-02-26,557.47
2007-02-27,548.0
2007-02-28,537.0
2007-03-01,537.0
2007-03-05,508.0
2007-03-06,517.0
2007-03-07,505.0
2007-03-08,513.0
2007-03-09,525.0
2007-03-12,521.0
2007-03-13,525.0
2007-03-14,512.0
2007-03-15,505.0
2007-03-16,490.0
2007-03-19,499.0
2007-03-21,533.0
2007-03-22,549.5
2007-03-23,553.0
2007-03-26,547.21
2007-03-29,526.0
2007-04-02,502.75
2007-04-03,492.6
2007-04-04,504.0
2007-04-05,521.0
2007-04-09,526.0
2007-04-10,529.0
2007-04-11,539.0
2007-04-12,528.0
2007-04-13,543.0
2007-04-17,544.0
2007-04-18,556.0
2007-04-19,546.0
2007-04-20,559.0
2007-04-23,554.0
2007-04-24,579.0
2007-04-25,585.0
2007-04-26,599.5
2007-04-27,590.0
2007-04-30,561.0
2007-05-03,576.0
2007-05-08,565.0
2007-05-09,565.0
2007-05-14,590.0
2007-05-15,596.0
2007-05-16,615.0
2007-05-17,624.0
2007-05-18,632.0
2007-05-21,640.0
2007-05-23,640.0
2007-05-24,624.0
2007-05-25,609.0
2007-05-28,627.0
2007-05-29,634.0
2007-05-30,630.0
2007-06-01,640.0
2007-06-04,640.0
2007-06-05,652.0
2007-06-06,648.0
2007-06-07,635.0
2007-06-08,634.0
2007-06-11,635.0
2007-06-13,609.0
2007-06-15,618.0
2007-06-18,626.0
2007-06-19,638.0
2007-06-20,656.0
2007-06-21,659.0
2007-06-22,670.0
2007-06-25,664.0
2007-06-27,659.0
2007-06-28,665.0
2007-06-29,680.0
2007-07-03,700.0
2007-07-04,683.0
2007-07-05,678.0
2007-07-06,690.0
2007-07-09,690.4
2007-07-10,697.64
2007-07-11,695.0
2007-07-12,700.0
2007-07-13,704.0
2007-07-16,702.0
2007-07-17,720.0
2007-07-18,720.0
2007-07-19,725.0
2007-07-20,719.0
2007-07-24,725.0
2007-07-25,713.0
2007-07-26,705.0
2007-07-27,685.0
2007-07-30,698.75
2007-07-31,685.0
